,support,itemsets,length,country
5480,0.09,"('animal', 'bank')",2,all
5481,0.09,"('animal', 'ground')",2,all
5482,0.09,"('animal', 'show')",2,all
5483,0.09,"('bear', 'animal')",2,all
5484,0.09,"('animal', 'forest')",2,all
5485,0.09,"('hill', 'animal')",2,all
5486,0.1,"('animal', 'city')",2,all
5502,0.13,"('town', 'zone')",2,all
5503,0.12,"('zone', 'restaurant')",2,all
5504,0.12,"('resort', 'zone')",2,all
5505,0.11,"('zone', 'office')",2,all
5506,0.1,"('zone', 'fish')",2,all
5507,0.1,"('zone', 'building')",2,all
5508,0.09,"('zone', 'bank')",2,all
5509,0.09,"('bear', 'zone')",2,all
5510,0.09,"('zone', 'city')",2,all
5535,0.12,"('building', 'plant')",2,all
5536,0.11,"('shop', 'plant')",2,all
5537,0.11,"('restaurant', 'plant')",2,all
5538,0.11,"('town', 'plant')",2,all
5539,0.1,"('ground', 'plant')",2,all
5540,0.1,"('show', 'plant')",2,all
5541,0.1,"('office', 'plant')",2,all
5542,0.09,"('exhibition', 'plant')",2,all
5543,0.09,"('architecture', 'plant')",2,all
5544,0.09,"('fish', 'plant')",2,all
5545,0.09,"('draw', 'plant')",2,all
5546,0.09,"('bear', 'plant')",2,all
5585,0.11,"('sprawl', 'building')",2,all
5586,0.11,"('town', 'sprawl')",2,all
5587,0.1,"('sprawl', 'restaurant')",2,all
5588,0.09,"('resort', 'sprawl')",2,all
5592,0.1,"('restaurant', 'harbour')",2,all
5593,0.1,"('harbour', 'building')",2,all
5594,0.09,"('resort', 'harbour')",2,all
5596,0.12,"('coffee', 'building')",2,all
5597,0.12,"('coffee', 'town')",2,all
5598,0.11,"('coffee', 'office')",2,all
5599,0.11,"('coffee', 'restaurant')",2,all
5600,0.1,"('coffee', 'show')",2,all
5601,0.1,"('coffee', 'draw')",2,all
5602,0.1,"('coffee', 'hill')",2,all
5603,0.09,"('coffee', 'park')",2,all
5604,0.09,"('coffee', 'produce')",2,all
5605,0.09,"('coffee', 'fish')",2,all
5606,0.09,"('coffee', 'bear')",2,all
5607,0.09,"('coffee', 'shop')",2,all
5608,0.09,"('resort', 'coffee')",2,all
5609,0.09,"('coffee', 'farm')",2,all
5610,0.09,"('coffee', 'house')",2,all
5678,0.09,"('narrow', 'tunnel')",2,all
5679,0.1,"('junction', 'building')",2,all
5680,0.09,"('junction', 'show')",2,all
5681,0.09,"('bear', 'junction')",2,all
5682,0.09,"('shop', 'junction')",2,all
5683,0.09,"('hill', 'junction')",2,all
5684,0.09,"('junction', 'restaurant')",2,all
5685,0.09,"('town', 'junction')",2,all
5690,0.1,"('human', 'building')",2,all
5691,0.09,"('human', 'office')",2,all
5693,0.1,"('hill', 'hillside')",2,all
5694,0.1,"('hillside', 'building')",2,all
5695,0.09,"('steep', 'hillside')",2,all
5696,0.09,"('resort', 'hillside')",2,all
5697,0.09,"('town', 'hillside')",2,all
5700,0.1,"('chapel', 'building')",2,all
5701,0.09,"('town', 'chapel')",2,all
5703,0.09,"('town', 'horse')",2,all
5704,0.18,"('town', 'port')",2,all
5705,0.13,"('house', 'port')",2,all
5706,0.13,"('city', 'port')",2,all
5707,0.1,"('draw', 'port')",2,all
5708,0.09,"('bear', 'port')",2,all
5709,0.15,"('building', 'port')",2,all
5710,0.14,"('restaurant', 'port')",2,all
5711,0.12,"('beach', 'port')",2,all
5712,0.12,"('office', 'port')",2,all
5713,0.11,"('shop', 'port')",2,all
5714,0.1,"('show', 'port')",2,all
5715,0.09,"('produce', 'port')",2,all
5716,0.09,"('fish', 'port')",2,all
5717,0.12,"('hill', 'port')",2,all
5718,0.12,"('resort', 'port')",2,all
5719,0.1,"('coast', 'port')",2,all
5787,0.09,"('town', 'party')",2,all
5788,0.12,"('town', 'bird')",2,all
5789,0.1,"('show', 'bird')",2,all
5790,0.1,"('bear', 'bird')",2,all
5791,0.1,"('forest', 'bird')",2,all
5792,0.1,"('bird', 'park')",2,all
5793,0.1,"('bird', 'restaurant')",2,all
5794,0.1,"('bird', 'building')",2,all
5795,0.09,"('mountain', 'bird')",2,all
5796,0.09,"('house', 'bird')",2,all
5797,0.1,"('hill', 'bird')",2,all
5798,0.09,"('resort', 'bird')",2,all
5806,0.11,"('seafood', 'office')",2,all
5807,0.11,"('seafood', 'restaurant')",2,all
5808,0.11,"('seafood', 'building')",2,all
5809,0.11,"('town', 'seafood')",2,all
5810,0.09,"('show', 'seafood')",2,all
5811,0.09,"('shop', 'seafood')",2,all
5812,0.09,"('hill', 'seafood')",2,all
5813,0.1,"('resort', 'seafood')",2,all
5814,0.09,"('city', 'seafood')",2,all
5825,0.18,"('town', 'overlook')",2,all
5826,0.17,"('building', 'overlook')",2,all
5827,0.14,"('restaurant', 'overlook')",2,all
5828,0.14,"('house', 'overlook')",2,all
5829,0.13,"('hill', 'overlook')",2,all
5830,0.11,"('show', 'overlook')",2,all
5831,0.11,"('narrow', 'overlook')",2,all
5832,0.1,"('mountain', 'overlook')",2,all
5833,0.1,"('draw', 'overlook')",2,all
5834,0.1,"('shop', 'overlook')",2,all
5835,0.1,"('overlook', 'office')",2,all
5836,0.1,"('forest', 'overlook')",2,all
5837,0.09,"('produce', 'overlook')",2,all
5838,0.09,"('climb', 'overlook')",2,all
5839,0.09,"('shore', 'overlook')",2,all
5840,0.09,"('fish', 'overlook')",2,all
5841,0.09,"('overlook', 'ground')",2,all
5842,0.09,"('steep', 'overlook')",2,all
5843,0.09,"('hotel', 'overlook')",2,all
5844,0.09,"('bear', 'overlook')",2,all
5845,0.16,"('resort', 'overlook')",2,all
5846,0.1,"('coast', 'overlook')",2,all
5847,0.09,"('cliff', 'overlook')",2,all
5848,0.14,"('beach', 'overlook')",2,all
5849,0.1,"('city', 'overlook')",2,all
5903,0.13,"('mix', 'restaurant')",2,all
5904,0.12,"('mix', 'building')",2,all
5905,0.1,"('mix', 'show')",2,all
5906,0.1,"('town', 'mix')",2,all
5907,0.09,"('shop', 'mix')",2,all
5908,0.09,"('mix', 'office')",2,all
5909,0.09,"('store', 'mix')",2,all
5910,0.1,"('mix', 'city')",2,all
5918,0.11,"('meal', 'restaurant')",2,all
5919,0.11,"('meal', 'building')",2,all
5920,0.1,"('show', 'meal')",2,all
5921,0.1,"('meal', 'draw')",2,all
5922,0.1,"('meal', 'office')",2,all
5923,0.1,"('meal', 'house')",2,all
5924,0.1,"('town', 'meal')",2,all
5925,0.09,"('hill', 'meal')",2,all
5926,0.1,"('architecture', 'meal')",2,all
5927,0.1,"('city', 'meal')",2,all
5960,0.11,"('palace', 'building')",2,all
5961,0.1,"('palace', 'draw')",2,all
5962,0.09,"('palace', 'ground')",2,all
5963,0.09,"('shop', 'palace')",2,all
5966,0.13,"('countryside', 'town')",2,all
5967,0.11,"('countryside', 'house')",2,all
5968,0.1,"('countryside', 'forest')",2,all
5969,0.09,"('countryside', 'produce')",2,all
5970,0.09,"('countryside', 'draw')",2,all
5971,0.09,"('countryside', 'office')",2,all
5972,0.09,"('countryside', 'hill')",2,all
5973,0.09,"('countryside', 'building')",2,all
5974,0.09,"('resort', 'countryside')",2,all
5987,0.09,"('vegetation', 'forest')",2,all
5988,0.09,"('cheese', 'building')",2,all
5989,0.12,"('resort', 'coastline')",2,all
5990,0.1,"('coastline', 'hill')",2,all
5991,0.09,"('coastline', 'restaurant')",2,all
5992,0.09,"('coastline', 'building')",2,all
5993,0.1,"('coastline', 'beach')",2,all
5994,0.1,"('coastline', 'town')",2,all
5995,0.09,"('coastline', 'house')",2,all
6005,0.09,"('hill', 'nightlife')",2,all
6006,0.09,"('resort', 'nightlife')",2,all
6007,0.09,"('nightlife', 'building')",2,all
6008,0.09,"('town', 'nightlife')",2,all
6009,0.1,"('town', 'ridge')",2,all
6010,0.09,"('mountain', 'ridge')",2,all
6011,0.09,"('narrow', 'ridge')",2,all
6012,0.09,"('ridge', 'forest')",2,all
6013,0.09,"('ridge', 'building')",2,all
6014,0.12,"('resort', 'bay')",2,all
6015,0.1,"('bay', 'building')",2,all
6016,0.09,"('bay', 'beach')",2,all
6017,0.09,"('bay', 'restaurant')",2,all
6018,0.09,"('town', 'bay')",2,all
6025,0.1,"('theatre', 'building')",2,all
6026,0.1,"('theatre', 'town')",2,all
6028,0.09,"('shop', 'shopping')",2,all
6029,0.1,"('house', 'campsite')",2,all
6030,0.09,"('resort', 'campsite')",2,all
6031,0.09,"('town', 'campsite')",2,all
6034,0.11,"('meat', 'city')",2,all
6035,0.1,"('town', 'meat')",2,all
6036,0.09,"('meat', 'office')",2,all
6039,0.1,"('wine', 'city')",2,all
6040,0.09,"('town', 'wine')",2,all
6041,0.12,"('castle', 'building')",2,all
6042,0.11,"('town', 'castle')",2,all
6043,0.1,"('resort', 'castle')",2,all
6044,0.1,"('castle', 'house')",2,all
6045,0.09,"('castle', 'office')",2,all
31,0.7,"('town', 'restaurant')",2,brazil
32,0.7,"('city', 'restaurant')",2,brazil
34,0.8,"('resort', 'town')",2,brazil
35,0.7,"('resort', 'restaurant')",2,brazil
36,0.7,"('resort', 'city')",2,brazil
41,0.8,"('resort', 'coast')",2,brazil
42,0.8,"('town', 'coast')",2,brazil
43,0.7,"('coast', 'restaurant')",2,brazil
44,0.7,"('city', 'coast')",2,brazil
56,0.7,"('coast', 'cattle')",2,brazil
57,0.7,"('resort', 'cattle')",2,brazil
58,0.7,"('town', 'cattle')",2,brazil
59,0.6,"('cattle', 'restaurant')",2,brazil
60,0.6,"('city', 'cattle')",2,brazil
61,0.5,"('cattle', 'beach')",2,brazil
119,0.7,"('coast', 'port')",2,brazil
120,0.7,"('resort', 'port')",2,brazil
121,0.7,"('town', 'port')",2,brazil
122,0.6,"('cattle', 'port')",2,brazil
123,0.6,"('restaurant', 'port')",2,brazil
124,0.6,"('beach', 'port')",2,brazil
125,0.6,"('city', 'port')",2,brazil
246,0.6,"('hill', 'port')",2,brazil
247,0.6,"('hill', 'cattle')",2,brazil
248,0.6,"('hill', 'coast')",2,brazil
249,0.6,"('resort', 'hill')",2,brazil
250,0.6,"('hill', 'restaurant')",2,brazil
251,0.6,"('town', 'hill')",2,brazil
252,0.6,"('hill', 'city')",2,brazil
253,0.5,"('hill', 'beach')",2,brazil
501,0.6,"('coast', 'building')",2,brazil
502,0.6,"('resort', 'building')",2,brazil
503,0.6,"('restaurant', 'building')",2,brazil
504,0.6,"('town', 'building')",2,brazil
505,0.5,"('port', 'building')",2,brazil
506,0.5,"('cattle', 'building')",2,brazil
507,0.4,"('hill', 'building')",2,brazil
508,0.5,"('city', 'building')",2,brazil
509,0.4,"('beach', 'building')",2,brazil
740,0.6,"('sea', 'restaurant')",2,brazil
741,0.5,"('sea', 'building')",2,brazil
742,0.5,"('hill', 'sea')",2,brazil
743,0.5,"('sea', 'port')",2,brazil
744,0.5,"('sea', 'coast')",2,brazil
745,0.5,"('resort', 'sea')",2,brazil
746,0.5,"('town', 'sea')",2,brazil
747,0.4,"('sea', 'cattle')",2,brazil
748,0.5,"('city', 'sea')",2,brazil
749,0.4,"('sea', 'beach')",2,brazil
1189,0.6,"('house', 'port')",2,brazil
1190,0.6,"('coast', 'house')",2,brazil
1191,0.6,"('resort', 'house')",2,brazil
1192,0.6,"('town', 'house')",2,brazil
1193,0.5,"('sea', 'house')",2,brazil
1194,0.5,"('house', 'building')",2,brazil
1195,0.5,"('hill', 'house')",2,brazil
1196,0.5,"('cattle', 'house')",2,brazil
1197,0.5,"('house', 'restaurant')",2,brazil
1198,0.5,"('house', 'beach')",2,brazil
1199,0.5,"('city', 'house')",2,brazil
2228,0.5,"('zone', 'coast')",2,brazil
2229,0.5,"('resort', 'zone')",2,brazil
2230,0.5,"('zone', 'restaurant')",2,brazil
2231,0.5,"('town', 'zone')",2,brazil
2232,0.4,"('zone', 'building')",2,brazil
2233,0.4,"('zone', 'port')",2,brazil
2234,0.4,"('zone', 'cattle')",2,brazil
2235,0.4,"('zone', 'city')",2,brazil
2307,0.5,"('countryside', 'town')",2,brazil
2308,0.4,"('countryside', 'house')",2,brazil
2309,0.4,"('countryside', 'port')",2,brazil
2310,0.4,"('countryside', 'coast')",2,brazil
2311,0.4,"('resort', 'countryside')",2,brazil
2312,0.4,"('countryside', 'beach')",2,brazil
2313,0.4,"('countryside', 'city')",2,brazil
2344,0.5,"('town', 'forest')",2,brazil
2345,0.4,"('hill', 'forest')",2,brazil
2346,0.4,"('forest', 'port')",2,brazil
2347,0.4,"('cattle', 'forest')",2,brazil
2348,0.4,"('coast', 'forest')",2,brazil
2349,0.4,"('resort', 'forest')",2,brazil
2350,0.4,"('forest', 'restaurant')",2,brazil
2351,0.4,"('forest', 'beach')",2,brazil
2352,0.4,"('city', 'forest')",2,brazil
2477,0.5,"('town', 'land')",2,brazil
2478,0.4,"('countryside', 'land')",2,brazil
2479,0.4,"('land', 'port')",2,brazil
2480,0.4,"('land', 'coast')",2,brazil
2481,0.4,"('resort', 'land')",2,brazil
2482,0.4,"('land', 'beach')",2,brazil
2483,0.4,"('land', 'city')",2,brazil
2500,0.5,"('cattle', 'office')",2,brazil
2501,0.5,"('coast', 'office')",2,brazil
2502,0.5,"('resort', 'office')",2,brazil
2503,0.5,"('restaurant', 'office')",2,brazil
2504,0.5,"('town', 'office')",2,brazil
2505,0.4,"('zone', 'office')",2,brazil
2506,0.4,"('office', 'building')",2,brazil
2507,0.4,"('hill', 'office')",2,brazil
2508,0.4,"('office', 'port')",2,brazil
2509,0.4,"('city', 'office')",2,brazil
2723,0.5,"('hill', 'park')",2,brazil
2724,0.5,"('park', 'port')",2,brazil
2725,0.5,"('cattle', 'park')",2,brazil
2726,0.5,"('coast', 'park')",2,brazil
2727,0.5,"('resort', 'park')",2,brazil
2728,0.5,"('restaurant', 'park')",2,brazil
2729,0.5,"('town', 'park')",2,brazil
2730,0.4,"('park', 'office')",2,brazil
2731,0.4,"('forest', 'park')",2,brazil
2732,0.4,"('house', 'park')",2,brazil
2733,0.4,"('sea', 'park')",2,brazil
2734,0.4,"('park', 'building')",2,brazil
2735,0.4,"('park', 'beach')",2,brazil
2736,0.4,"('city', 'park')",2,brazil
4386,0.5,"('town', 'show')",2,brazil
4387,0.4,"('show', 'park')",2,brazil
4388,0.4,"('show', 'forest')",2,brazil
4389,0.4,"('hill', 'show')",2,brazil
4390,0.4,"('show', 'port')",2,brazil
4391,0.4,"('show', 'cattle')",2,brazil
4392,0.4,"('show', 'coast')",2,brazil
4393,0.4,"('resort', 'show')",2,brazil
4394,0.4,"('show', 'restaurant')",2,brazil
4395,0.4,"('show', 'beach')",2,brazil
4396,0.4,"('show', 'city')",2,brazil
4649,0.5,"('bank', 'office')",2,brazil
4650,0.5,"('cattle', 'bank')",2,brazil
4651,0.5,"('coast', 'bank')",2,brazil
4652,0.5,"('resort', 'bank')",2,brazil
4653,0.5,"('restaurant', 'bank')",2,brazil
4654,0.5,"('town', 'bank')",2,brazil
4655,0.4,"('bank', 'park')",2,brazil
4656,0.4,"('zone', 'bank')",2,brazil
4657,0.4,"('bank', 'building')",2,brazil
4658,0.4,"('hill', 'bank')",2,brazil
4659,0.4,"('bank', 'port')",2,brazil
4660,0.4,"('city', 'bank')",2,brazil
5352,0.4,"('zone', 'island')",2,brazil
5353,0.4,"('island', 'port')",2,brazil
5354,0.4,"('coast', 'island')",2,brazil
5355,0.4,"('resort', 'island')",2,brazil
5356,0.4,"('restaurant', 'island')",2,brazil
5357,0.4,"('town', 'island')",2,brazil
5415,0.4,"('hill', 'mix')",2,brazil
5416,0.4,"('mix', 'restaurant')",2,brazil
5418,0.4,"('show', 'draw')",2,brazil
5419,0.4,"('town', 'draw')",2,brazil
5421,0.4,"('hill', 'produce')",2,brazil
5422,0.4,"('produce', 'port')",2,brazil
5423,0.4,"('cattle', 'produce')",2,brazil
5424,0.4,"('coast', 'produce')",2,brazil
5425,0.4,"('resort', 'produce')",2,brazil
5426,0.4,"('town', 'produce')",2,brazil
5484,0.8,"('town', 'city')",2,brazil
5485,0.7,"('city', 'beach')",2,brazil
5486,0.7,"('town', 'beach')",2,brazil
5487,0.6,"('coast', 'beach')",2,brazil
5488,0.6,"('resort', 'beach')",2,brazil
5489,0.5,"('restaurant', 'beach')",2,brazil
5516,0.5,"('plain', 'hill')",2,brazil
5517,0.5,"('plain', 'port')",2,brazil
5518,0.5,"('plain', 'cattle')",2,brazil
5519,0.5,"('plain', 'beach')",2,brazil
5520,0.5,"('plain', 'coast')",2,brazil
5521,0.5,"('resort', 'plain')",2,brazil
5522,0.5,"('plain', 'city')",2,brazil
5523,0.5,"('plain', 'town')",2,brazil
5524,0.4,"('plain', 'park')",2,brazil
5525,0.4,"('plain', 'restaurant')",2,brazil
5526,0.4,"('plain', 'house')",2,brazil
6795,0.4,"('hotel', 'cattle')",2,brazil
6796,0.4,"('hotel', 'coast')",2,brazil
6797,0.4,"('resort', 'hotel')",2,brazil
6798,0.4,"('hotel', 'restaurant')",2,brazil
6799,0.4,"('hotel', 'city')",2,brazil
6800,0.4,"('town', 'hotel')",2,brazil
6858,0.4,"('mountain', 'beach')",2,brazil
6859,0.4,"('mountain', 'city')",2,brazil
6860,0.4,"('mountain', 'town')",2,brazil
6865,0.4,"('plain', 'farm')",2,brazil
6866,0.4,"('hill', 'farm')",2,brazil
6867,0.4,"('farm', 'port')",2,brazil
6868,0.4,"('cattle', 'farm')",2,brazil
6869,0.4,"('farm', 'beach')",2,brazil
6870,0.4,"('coast', 'farm')",2,brazil
6871,0.4,"('resort', 'farm')",2,brazil
6872,0.4,"('city', 'farm')",2,brazil
6873,0.4,"('town', 'farm')",2,brazil
7376,0.4,"('port', 'overlook')",2,brazil
7377,0.4,"('beach', 'overlook')",2,brazil
7378,0.4,"('coast', 'overlook')",2,brazil
7379,0.4,"('resort', 'overlook')",2,brazil
7380,0.4,"('city', 'overlook')",2,brazil
7381,0.4,"('town', 'overlook')",2,brazil
7439,0.4,"('sugar', 'cattle')",2,brazil
7440,0.4,"('sugar', 'coast')",2,brazil
7441,0.4,"('resort', 'sugar')",2,brazil
7442,0.4,"('sugar', 'city')",2,brazil
7443,0.4,"('town', 'sugar')",2,brazil
7470,0.4,"('coastline', 'cattle')",2,brazil
7471,0.4,"('coastline', 'coast')",2,brazil
7472,0.4,"('resort', 'coastline')",2,brazil
7473,0.4,"('coastline', 'city')",2,brazil
7474,0.4,"('coastline', 'town')",2,brazil
60,0.5,"('garden', 'draw')",2,france
61,0.5,"('garden', 'house')",2,france
63,0.4,"('garden', 'ground')",2,france
64,0.4,"('draw', 'ground')",2,france
65,0.4,"('house', 'ground')",2,france
66,0.3,"('town', 'ground')",2,france
78,0.5,"('palace', 'ground')",2,france
79,0.4,"('garden', 'palace')",2,france
80,0.4,"('palace', 'draw')",2,france
81,0.4,"('palace', 'house')",2,france
82,0.3,"('palace', 'office')",2,france
83,0.3,"('field', 'palace')",2,france
84,0.3,"('hill', 'palace')",2,france
85,0.3,"('town', 'palace')",2,france
213,0.3,"('garden', 'pond')",2,france
214,0.6,"('draw', 'house')",2,france
215,0.6,"('town', 'house')",2,france
216,0.5,"('town', 'garden')",2,france
217,0.5,"('town', 'draw')",2,france
222,0.5,"('town', 'city')",2,france
223,0.5,"('city', 'house')",2,france
224,0.4,"('garden', 'city')",2,france
225,0.4,"('city', 'draw')",2,france
237,0.5,"('town', 'hill')",2,france
238,0.5,"('hill', 'house')",2,france
239,0.4,"('hill', 'city')",2,france
240,0.4,"('hill', 'garden')",2,france
241,0.4,"('hill', 'draw')",2,france
242,0.3,"('hill', 'ground')",2,france
243,0.3,"('resort', 'hill')",2,france
292,0.5,"('field', 'house')",2,france
293,0.4,"('hill', 'field')",2,france
294,0.4,"('field', 'city')",2,france
295,0.4,"('town', 'field')",2,france
296,0.4,"('field', 'draw')",2,france
297,0.3,"('field', 'ground')",2,france
298,0.3,"('garden', 'field')",2,france
299,0.3,"('field', 'forest')",2,france
300,0.3,"('resort', 'field')",2,france
407,0.5,"('hill', 'office')",2,france
408,0.5,"('town', 'office')",2,france
409,0.5,"('house', 'office')",2,france
410,0.4,"('field', 'office')",2,france
411,0.4,"('city', 'office')",2,france
412,0.4,"('garden', 'office')",2,france
413,0.4,"('draw', 'office')",2,france
414,0.3,"('office', 'ground')",2,france
415,0.4,"('forest', 'office')",2,france
416,0.3,"('resort', 'office')",2,france
686,0.5,"('town', 'building')",2,france
687,0.5,"('garden', 'building')",2,france
688,0.5,"('draw', 'building')",2,france
689,0.5,"('house', 'building')",2,france
690,0.4,"('office', 'building')",2,france
691,0.4,"('hill', 'building')",2,france
692,0.4,"('city', 'building')",2,france
693,0.3,"('palace', 'building')",2,france
694,0.3,"('field', 'building')",2,france
695,0.3,"('ground', 'building')",2,france
696,0.4,"('cliff', 'building')",2,france
697,0.4,"('forest', 'building')",2,france
698,0.3,"('resort', 'building')",2,france
1501,0.5,"('show', 'draw')",2,france
1502,0.4,"('show', 'building')",2,france
1503,0.4,"('show', 'office')",2,france
1504,0.4,"('hill', 'show')",2,france
1505,0.4,"('town', 'show')",2,france
1506,0.4,"('garden', 'show')",2,france
1507,0.4,"('show', 'house')",2,france
1508,0.3,"('show', 'palace')",2,france
1509,0.3,"('field', 'show')",2,france
1510,0.3,"('show', 'ground')",2,france
1511,0.3,"('show', 'city')",2,france
1512,0.3,"('show', 'cliff')",2,france
1513,0.3,"('show', 'forest')",2,france
1514,0.3,"('resort', 'show')",2,france
2782,0.4,"('shop', 'office')",2,france
2783,0.4,"('shop', 'hill')",2,france
2784,0.4,"('shop', 'town')",2,france
2785,0.4,"('shop', 'house')",2,france
2786,0.3,"('shop', 'show')",2,france
2787,0.3,"('shop', 'building')",2,france
2788,0.3,"('shop', 'palace')",2,france
2789,0.3,"('shop', 'field')",2,france
2790,0.3,"('shop', 'ground')",2,france
2791,0.3,"('shop', 'city')",2,france
2792,0.3,"('shop', 'garden')",2,france
2793,0.3,"('shop', 'draw')",2,france
2794,0.3,"('shop', 'cliff')",2,france
2795,0.3,"('shop', 'forest')",2,france
3901,0.4,"('hotel', 'draw')",2,france
3902,0.3,"('hotel', 'show')",2,france
3903,0.3,"('hotel', 'building')",2,france
3904,0.3,"('hotel', 'city')",2,france
3905,0.3,"('town', 'hotel')",2,france
3906,0.3,"('garden', 'hotel')",2,france
3907,0.3,"('hotel', 'house')",2,france
3908,0.3,"('resort', 'hotel')",2,france
3968,0.4,"('island', 'building')",2,france
3969,0.4,"('city', 'island')",2,france
3970,0.4,"('town', 'island')",2,france
3971,0.4,"('garden', 'island')",2,france
3972,0.4,"('draw', 'island')",2,france
3973,0.4,"('house', 'island')",2,france
3974,0.3,"('hotel', 'island')",2,france
3975,0.3,"('show', 'island')",2,france
3976,0.3,"('island', 'office')",2,france
3977,0.3,"('field', 'island')",2,france
3978,0.3,"('hill', 'island')",2,france
3979,0.3,"('fortress', 'island')",2,france
3980,0.3,"('castle', 'island')",2,france
3981,0.3,"('cliff', 'island')",2,france
3982,0.3,"('forest', 'island')",2,france
3983,0.3,"('resort', 'island')",2,france
7039,0.4,"('town', 'wine')",2,france
7040,0.4,"('wine', 'house')",2,france
7041,0.3,"('shop', 'wine')",2,france
7042,0.3,"('wine', 'building')",2,france
7043,0.3,"('wine', 'office')",2,france
7044,0.3,"('hill', 'wine')",2,france
7045,0.3,"('city', 'wine')",2,france
7046,0.3,"('garden', 'wine')",2,france
7047,0.3,"('wine', 'draw')",2,france
7048,0.3,"('narrow', 'wine')",2,france
7049,0.3,"('cliff', 'wine')",2,france
7050,0.3,"('wine', 'forest')",2,france
7130,0.4,"('park', 'office')",2,france
7131,0.4,"('field', 'park')",2,france
7132,0.4,"('hill', 'park')",2,france
7133,0.4,"('city', 'park')",2,france
7134,0.4,"('town', 'park')",2,france
7135,0.4,"('house', 'park')",2,france
7136,0.3,"('island', 'park')",2,france
7137,0.3,"('shop', 'park')",2,france
7138,0.3,"('show', 'park')",2,france
7139,0.3,"('park', 'building')",2,france
7140,0.3,"('garden', 'park')",2,france
7141,0.3,"('draw', 'park')",2,france
7142,0.3,"('steep', 'park')",2,france
7143,0.3,"('cliff', 'park')",2,france
7144,0.3,"('forest', 'park')",2,france
7145,0.3,"('resort', 'park')",2,france
10201,0.4,"('draw', 'giant')",2,france
10202,0.4,"('house', 'giant')",2,france
10203,0.3,"('show', 'giant')",2,france
10204,0.3,"('giant', 'building')",2,france
10205,0.3,"('palace', 'giant')",2,france
10206,0.3,"('giant', 'office')",2,france
10207,0.3,"('field', 'giant')",2,france
10208,0.3,"('hill', 'giant')",2,france
10209,0.3,"('giant', 'ground')",2,france
10210,0.3,"('town', 'giant')",2,france
10211,0.3,"('garden', 'giant')",2,france
10472,0.4,"('shallow', 'city')",2,france
10473,0.4,"('town', 'shallow')",2,france
10474,0.4,"('shallow', 'house')",2,france
10475,0.3,"('shallow', 'park')",2,france
10476,0.3,"('shallow', 'wine')",2,france
10477,0.3,"('shallow', 'island')",2,france
10478,0.3,"('hotel', 'shallow')",2,france
10479,0.3,"('shop', 'shallow')",2,france
10480,0.3,"('shallow', 'building')",2,france
10481,0.3,"('shallow', 'office')",2,france
10482,0.3,"('field', 'shallow')",2,france
10483,0.3,"('hill', 'shallow')",2,france
10484,0.3,"('garden', 'shallow')",2,france
10485,0.3,"('shallow', 'draw')",2,france
10486,0.3,"('narrow', 'shallow')",2,france
10487,0.3,"('shallow', 'cliff')",2,france
10488,0.3,"('shallow', 'forest')",2,france
10489,0.3,"('resort', 'shallow')",2,france
11103,0.4,"('restaurant', 'island')",2,france
11104,0.4,"('restaurant', 'building')",2,france
11105,0.4,"('city', 'restaurant')",2,france
11106,0.4,"('town', 'restaurant')",2,france
11107,0.4,"('garden', 'restaurant')",2,france
11108,0.4,"('draw', 'restaurant')",2,france
11109,0.4,"('house', 'restaurant')",2,france
11110,0.3,"('shallow', 'restaurant')",2,france
11111,0.3,"('restaurant', 'park')",2,france
11112,0.3,"('hotel', 'restaurant')",2,france
11113,0.3,"('show', 'restaurant')",2,france
11114,0.3,"('restaurant', 'office')",2,france
11115,0.3,"('field', 'restaurant')",2,france
11116,0.3,"('hill', 'restaurant')",2,france
11117,0.3,"('chapel', 'restaurant')",2,france
11118,0.3,"('fortress', 'restaurant')",2,france
11119,0.3,"('castle', 'restaurant')",2,france
11120,0.3,"('cliff', 'restaurant')",2,france
11121,0.3,"('forest', 'restaurant')",2,france
11122,0.3,"('resort', 'restaurant')",2,france
23646,0.3,"('bird', 'park')",2,france
23647,0.3,"('bird', 'office')",2,france
23648,0.3,"('field', 'bird')",2,france
23649,0.3,"('hill', 'bird')",2,france
23650,0.3,"('city', 'bird')",2,france
23651,0.3,"('town', 'bird')",2,france
23652,0.3,"('house', 'bird')",2,france
23773,0.3,"('bear', 'restaurant')",2,france
23774,0.3,"('bear', 'park')",2,france
23775,0.3,"('bear', 'island')",2,france
23776,0.3,"('bear', 'show')",2,france
23777,0.3,"('bear', 'building')",2,france
23778,0.3,"('bear', 'office')",2,france
23779,0.3,"('bear', 'field')",2,france
23780,0.3,"('bear', 'hill')",2,france
23781,0.3,"('bear', 'city')",2,france
23782,0.3,"('bear', 'town')",2,france
23783,0.3,"('bear', 'garden')",2,france
23784,0.3,"('bear', 'draw')",2,france
23785,0.3,"('bear', 'house')",2,france
31964,0.3,"('restaurant', 'boutique')",2,france
31965,0.3,"('shallow', 'boutique')",2,france
31966,0.3,"('island', 'boutique')",2,france
31967,0.3,"('hotel', 'boutique')",2,france
31968,0.3,"('boutique', 'building')",2,france
31969,0.3,"('city', 'boutique')",2,france
31970,0.3,"('town', 'boutique')",2,france
31971,0.3,"('garden', 'boutique')",2,france
31972,0.3,"('draw', 'boutique')",2,france
31973,0.3,"('house', 'boutique')",2,france
32987,0.3,"('shallow', 'vegetable')",2,france
